,companyName,refreshTime,jobName,experience,education,companyNatureName,jobCategory,areaName,announcementUrl
95,国家税务总局陕西省税务局,2024-03-01 18:18:43,"信息技术2,信息技术1",应届生,硕士研究生,公立（国有）,"工作人员（技术人员岗类）,工作人员（技术人员岗类）",陕西-西安,https://www.gaoxiaojob.com/announcement/detail/191481.html
13,中国信息通信研究院#,2024-02-29 18:34:41,"数字孪生智慧城市研究员,云边端数字化研究员,网络建设规划工程师,区块链技术研究员,人工智能安全研究员,软件供应链安全战略研究员,无线新技术与政策研究工程师,ICT新技术研究员,人工智能应用科研工程师,人工智能安全科研工程师,人工智能技术产业分析师,安全风险研究员,人工智能研究员,新型信息基础设施科研工程师,互联网与算力网络研究员",应届生,硕士研究生,公立（国有）,"专职科研岗,专职科研岗,其他科研支撑岗,专职科研岗,专职科研岗,专职科研岗,专职科研岗,专职科研岗,其他科研支撑岗,其他科研支撑岗,其他科研支撑岗,专职科研岗,专职科研岗,其他科研支撑岗,专职科研岗",北京-北京,https://www.gaoxiaojob.com/announcement/detail/191058.html
3,中共深圳市光明区委组织部,2024-02-29 18:27:23,"信息管理,招商引资,综合调查",应届生,硕士研究生,公立（国有）,"工作人员（技术人员岗类）,工作人员（综合类）,工作人员（技术人员岗类）",广东-深圳,https://www.gaoxiaojob.com/announcement/detail/190947.html
8,中国中医科学院针灸研究所#,2024-02-29 17:41:54,"资产设备管理处管理岗,管理岗2",应届生,硕士研究生,公立（国有）,"其他支撑岗,其他科研支撑岗",北京-北京,https://www.gaoxiaojob.com/announcement/detail/190890.html
120,工业和信息化部教育与考试中心,2024-02-28 17:39:39,"技术研究岗,综合管理岗",应届生,硕士研究生,公立（国有）,"工作人员（技术人员岗类）,工作人员（综合类）",北京-北京,https://www.gaoxiaojob.com/announcement/detail/190701.html
112,宁波大学#,2024-02-28 14:22:32,"国际学生事务管理岗,信息化综合服务岗,运行保障岗（梅山校区）,数据治理岗,业务管理岗,科研助理1",应届生,硕士研究生,公立（国有）,"其他支撑岗,技术支撑岗,技术支撑岗,技术支撑岗,技术支撑岗,科研助理岗",浙江-宁波,https://www.gaoxiaojob.com/announcement/detail/190386.html
71,北京师范大学#,2024-02-28 14:22:15,"信息化应用推进与项目管理岗,档案党史校史编研岗,薪酬综合管理岗,校地合作平台管理岗",应届生,硕士研究生,公立（国有）,"技术支撑岗,其他支撑岗,其他支撑岗,其他支撑岗",北京-北京,https://www.gaoxiaojob.com/announcement/detail/190389.html
5,中华人民共和国最高人民法院,2024-02-28 13:52:38,信息技术岗,应届生,硕士研究生,公立（国有）,工作人员（技术人员岗类）,北京-北京,https://www.gaoxiaojob.com/announcement/detail/190450.html
176,苏州市吴江区教育局,2024-02-27 17:15:14,"中学信息教师023,中学信息教师024",应届生,硕士研究生,公立（国有）,"中小学普通教师岗,中小学普通教师岗",江苏-苏州,https://www.gaoxiaojob.com/announcement/detail/190148.html
119,工业和信息化部国际经济技术合作中心,2024-02-26 18:15:48,研究岗2,应届生,硕士研究生,公立（国有）,专职科研岗,北京-北京,https://www.gaoxiaojob.com/announcement/detail/189838.html
15,中国劳动关系学院,2024-02-26 15:21:02,办公室其他专业技术岗0401,应届生,硕士研究生,非盈利组织及其他,技术支撑岗,北京-北京,https://www.gaoxiaojob.com/announcement/detail/189535.html
106,天津工业大学#,2024-02-22 17:45:59,网络信息技术岗,应届生,硕士研究生,公立（国有）,技术支撑岗,天津-天津,https://www.gaoxiaojob.com/announcement/detail/188904.html
114,宁海县交通运输行政执法队,2024-02-22 17:23:19,计算机管理,应届生,硕士研究生,公立（国有）,工作人员（技术人员岗类）,浙江-宁波,https://www.gaoxiaojob.com/announcement/detail/188649.html
67,北京市气象局,2024-02-22 15:53:25,"运行维护和大数据分析,天气预报、算法研发2",应届生,硕士研究生,公立（国有）,"工作人员（技术人员岗类）,工作人员（技术人员岗类）",北京-北京,https://www.gaoxiaojob.com/announcement/detail/188568.html
1,东台市教育局,2024-02-21 18:15:48,"高中信息技术教师,初中信息技术教师",应届生,硕士研究生,公立（国有）,"中小学普通教师岗,中小学普通教师岗",江苏-盐城,https://www.gaoxiaojob.com/announcement/detail/188416.html
109,天津渤海职业技术学院#,2024-02-21 17:54:34,"人工智能学院教师岗,信息工程学院教师岗,党委教师工作部（人力资源部）专技岗（行政岗）",应届生,硕士研究生,公立（国有）,"专职教师/教学科研岗,专职教师/教学科研岗,党务行政岗",天津-天津,https://www.gaoxiaojob.com/announcement/detail/188382.html
32,中国气象局人工影响天气中心,2024-02-21 14:09:41,信息与决策服务岗,应届生,硕士研究生,公立（国有）,工作人员（技术人员岗类）,北京-北京,https://www.gaoxiaojob.com/announcement/detail/188147.html
80,南宁师范大学#,2024-02-20 19:04:17,行政管理岗2,应届生,硕士研究生,公立（国有）,党务行政岗,广西-南宁,https://www.gaoxiaojob.com/announcement/detail/187952.html
116,宿迁学院,2024-02-20 12:01:03,文理学院专任教师1,应届生,硕士研究生,公立（国有）,专职教师/教学科研岗,江苏-宿迁,https://www.gaoxiaojob.com/announcement/detail/187691.html
184,连云港市人力资源和社会保障局,2024-02-19 18:01:14,网络管理岗位,应届生,硕士研究生,公立（国有）,工作人员（综合类）,江苏-连云港,https://www.gaoxiaojob.com/announcement/detail/187333.html
12,中国人民银行金融研究所#,2024-02-07 17:50:51,信息管理岗,应届生,硕士研究生,公立（国有）,实验技术岗,北京-北京,https://www.gaoxiaojob.com/announcement/detail/187043.html
97,国家药品监督管理局医疗器械技术审评检查长三角分中心,2024-02-07 17:49:39,技术审评1岗,应届生,硕士研究生,公立（国有）,工作人员（技术人员岗类）,上海-上海,https://www.gaoxiaojob.com/announcement/detail/187064.html
55,云南省青少年科技中心,2024-02-04 17:42:39,青少年科技辅导员岗位（专业技术岗）1,应届生,硕士研究生,公立（国有）,其他政府与事业单位岗,云南-昆明,https://www.gaoxiaojob.com/announcement/detail/185775.html
180,贵州工业职业技术学院#,2024-02-04 17:39:03,工作人员34,应届生,硕士研究生,公立（国有）,其他支撑岗,贵州-贵阳,https://www.gaoxiaojob.com/announcement/detail/185819.html
102,复旦大学附属中山医院厦门医院,2024-02-04 17:25:31,人力资源部科员,应届生,硕士研究生,公立（国有）,医务医辅人员,福建-厦门,https://www.gaoxiaojob.com/announcement/detail/185578.html
14,中国刑事警察学院#,2024-02-04 16:51:57,"学生辅导员,研究生教育管理岗,射击中心实验员,教学秘书,治安综合岗,科研管理岗（一）",应届生,硕士研究生,公立（国有）,"辅导员岗,其他支撑岗,实验技术岗,党务行政岗,其他支撑岗,其他科研支撑岗",辽宁-沈阳,https://www.gaoxiaojob.com/announcement/detail/185647.html
165,溧阳市人民政府,2024-02-02 18:02:54,"专技岗10,专技岗4,专技岗20",应届生,硕士研究生,公立（国有）,"工作人员（技术人员岗类）,工作人员（技术人员岗类）,医务医辅人员",江苏-常州,https://www.gaoxiaojob.com/announcement/detail/185214.html
54,云南省电子信息高级技工学校,2024-02-02 17:53:41,网络技术应用专业教师,应届生,硕士研究生,公立（国有）,中职教师岗（专业课类）,云南-昆明,https://www.gaoxiaojob.com/announcement/detail/185377.html
131,广州珠江职业技术学院,2024-02-02 16:30:11,银龄教师,经验不限,硕士研究生,民营（私营）,专职教师/教学科研岗,广东-惠州,https://www.gaoxiaojob.com/announcement/detail/174053.html
181,贵州省广播电影电视学校,2024-02-01 19:05:53,计算机教师,应届生,硕士研究生,公立（国有）,中职教师岗（专业课类）,贵州-贵阳,https://www.gaoxiaojob.com/announcement/detail/185071.html
179,贵州产业技术发展研究院#,2024-02-01 17:07:12,产业项目研究部工作人员,应届生,硕士研究生,公立（国有）,其他科研支撑岗,贵州-贵阳,https://www.gaoxiaojob.com/announcement/detail/184809.html
6,中原科技学院,2024-01-31 14:59:42,管培生,应届生,硕士研究生,民营（私营）,其他支撑岗,河南-许昌,https://www.gaoxiaojob.com/announcement/detail/146887.html
61,公安部大数据中心,2024-01-30 18:14:16,大数据研发岗（二）,应届生,硕士研究生,公立（国有）,专职科研岗,北京-北京,https://www.gaoxiaojob.com/announcement/detail/184226.html
63,北京大学#,2024-01-29 16:49:09,"应用开发岗,工程技术岗位,应用开发岗",应届生,硕士研究生,公立（国有）,"图书馆岗,技术支撑岗,图书馆岗",北京-北京,https://www.gaoxiaojob.com/announcement/detail/183595.html
73,北京电子科技职业学院#,2024-01-26 16:55:22,"教师岗15,教师岗13,非教师专业技术岗",应届生,硕士研究生,公立（国有）,"专职教师/教学科研岗,专职教师/教学科研岗,其他支撑岗",北京-北京,https://www.gaoxiaojob.com/announcement/detail/183195.html
49,中国铁路信息科技集团有限公司,2024-01-24 17:41:45,"研究院公司数据安全技术研究,研究院公司全技术研兖,研究院公司攻防技术研究",应届生,硕士研究生,公立（国有）,"其他计算机专业人员岗,其他计算机专业人员岗,其他计算机专业人员岗",北京-北京,https://www.gaoxiaojob.com/announcement/detail/182417.html
60,公安部大地阳光文化发展中心,2024-01-24 17:26:15,"网站和新媒体编辑岗(二),网站和新媒体编辑岗（一）",应届生,硕士研究生,公立（国有）,"其他政府与事业单位岗,其他政府与事业单位岗",北京-北京,https://www.gaoxiaojob.com/announcement/detail/182458.html
118,山西省地震局,2024-01-24 16:53:14,山西地震台监测运管岗,应届生,硕士研究生,公立（国有）,其他政府与事业单位岗,山西-太原,https://www.gaoxiaojob.com/announcement/detail/182356.html
123,广东机电职业技术学院#,2024-01-23 17:54:16,辅导员1,应届生,硕士研究生,公立（国有）,辅导员岗,广东-广州,https://www.gaoxiaojob.com/announcement/detail/182187.html
148,江西省地震局,2024-01-22 18:09:05,网络安全岗,应届生,硕士研究生,公立（国有）,其他政府与事业单位岗,江西-南昌,https://www.gaoxiaojob.com/announcement/detail/181827.html
38,中国电力工程顾问集团华北电力设计院有限公司,2024-01-22 17:39:01,企业工作人员-中国能建中国电力工程顾问集团华北电力设计院有限公司,应届生,硕士研究生,公立（国有）,企业综合类岗位,北京-北京,https://www.gaoxiaojob.com/announcement/detail/181412.html
81,南通科技职业学院#,2024-01-22 16:10:35,"助教二级4,助教二级04",应届生,硕士研究生,公立（国有）,"专职教师/教学科研岗,专职教师/教学科研岗",江苏-南通,https://www.gaoxiaojob.com/announcement/detail/181502.html
82,吉水县人民政府,2024-01-17 17:05:06,统计员2442,应届生,硕士研究生,公立（国有）,高层次人才,江西-吉安,https://www.gaoxiaojob.com/announcement/detail/180301.html
145,江苏海事职业技术学院#,2024-01-12 17:47:21,"信息工程学院教师1,信息工程学院教师3",应届生,硕士研究生,公立（国有）,"专职教师/教学科研岗,专职教师/教学科研岗",江苏-南京,https://www.gaoxiaojob.com/announcement/detail/176696.html
7,中国中医科学院中国医史文献研究所#,2024-01-12 17:35:06,科研岗2,应届生,硕士研究生,公立（国有）,专职科研岗,北京-北京,https://www.gaoxiaojob.com/announcement/detail/179201.html
125,广东省现代农业装备研究所,2024-01-12 09:34:22,硕士研究生-农业机器人（自动驾驶、机器视觉、智能控制）,应届生,硕士研究生,公立（国有）,专职科研岗,广东-广州,https://www.gaoxiaojob.com/announcement/detail/142872.html
107,天津市医药科学研究所#,2024-01-11 17:48:16,行政科室专技岗,应届生,硕士研究生,公立（国有）,其他科研支撑岗,天津-天津,https://www.gaoxiaojob.com/announcement/detail/178590.html
108,天津市急救中心,2024-01-11 17:45:00,行政科室3专技岗,应届生,硕士研究生,公立（国有）,党务行政岗,天津-天津,https://www.gaoxiaojob.com/announcement/detail/178745.html
162,清远市教育局,2024-01-09 17:33:17,"高中通用技术教师,高中通用技术教师",应届生,硕士研究生,公立（国有）,"中小学普通教师岗,中小学普通教师岗",广东-清远,https://www.gaoxiaojob.com/announcement/detail/177789.html
103,大同师范高等专科学校#,2024-01-09 17:04:30,工作人员5,应届生,硕士研究生,公立（国有）,专职教师/教学科研岗,山西-大同,https://www.gaoxiaojob.com/announcement/detail/177824.html
113,宁波市海曙区人力资源和社会保障局,2023-12-28 17:22:06,智能工程岗,应届生,硕士研究生,公立（国有）,高层次人才,浙江-宁波,https://www.gaoxiaojob.com/announcement/detail/174962.html
52,中山大学地理科学与规划学院#,2023-12-28 16:47:54,科研助理,应届生,硕士研究生,公立（国有）,科研助理岗,广东-广州,https://www.gaoxiaojob.com/announcement/detail/174990.html
172,自然资源部信息中心,2023-12-27 18:00:33,"信息系统建设（数据库建设）岗,档案信息化岗,数据中心建设与运维1岗,信息系统开发岗",应届生,硕士研究生,公立（国有）,"工作人员（技术人员岗类）,工作人员（技术人员岗类）,工作人员（技术人员岗类）,工作人员（技术人员岗类）",北京-北京,https://www.gaoxiaojob.com/announcement/detail/174672.html
93,国家海洋技术中心,2023-12-27 17:59:48,"海上智能观测平台软件开发、数据通信及处理岗,海洋自主机动观测平台研发岗",应届生,硕士研究生,公立（国有）,"其他政府与事业单位岗,专职科研岗",天津-天津,https://www.gaoxiaojob.com/announcement/detail/174378.html
45,中国自然资源报社,2023-12-27 17:45:40,编辑记者岗1,应届生,硕士研究生,公立（国有）,工作人员（综合类）,北京-北京,https://www.gaoxiaojob.com/announcement/detail/174568.html
127,广东省食品药品职业技术学校,2023-12-27 17:42:38,信息技术管理员,应届生,硕士研究生,公立（国有）,中职教师岗（专业课类）,广东-广州,https://www.gaoxiaojob.com/announcement/detail/174600.html
173,自然资源部北海局,2023-12-27 17:26:35,"预警报信息制作发布岗,网络管理岗,综合管理岗",应届生,硕士研究生,公立（国有）,"工作人员（综合类）,工作人员（综合类）,工作人员（综合类）",河北-秦皇岛,https://www.gaoxiaojob.com/announcement/detail/174535.html
46,中国自然资源经济研究院#,2023-12-27 17:24:39,管理信息系统java开发岗,应届生,硕士研究生,公立（国有）,专职科研岗,河北-廊坊,https://www.gaoxiaojob.com/announcement/detail/174525.html
174,自然资源部国土卫星遥感应用中心,2023-12-27 16:58:29,卫星运行管理岗,应届生,硕士研究生,公立（国有）,工作人员（技术人员岗类）,北京-北京,https://www.gaoxiaojob.com/announcement/detail/174479.html
86,四川测绘地理信息局,2023-12-27 16:56:50,"网络技术管理与维护,GIS研发/应用服务",应届生,硕士研究生,公立（国有）,"工作人员（技术人员岗类）,工作人员（技术人员岗类）",四川-成都,https://www.gaoxiaojob.com/announcement/detail/174481.html
92,国家海洋信息中心,2023-12-27 16:55:47,"信息系统研发岗,信息系统设计与研发运维岗,海洋云平台安全分析岗",应届生,硕士研究生,公立（国有）,"工作人员（技术人员岗类）,工作人员（技术人员岗类）,工作人员（技术人员岗类）",天津-天津,https://www.gaoxiaojob.com/announcement/detail/174484.html
87,国信司南（北京）地理信息技术有限公司,2023-12-27 16:54:39,地理信息系统研发工程师,应届生,硕士研究生,公立（国有）,其他计算机专业人员岗,北京-北京,https://www.gaoxiaojob.com/announcement/detail/174486.html
64,北京大学城市软实力研究院(济南)#,2023-12-25 17:58:45,研究员,应届生,硕士研究生,公立（国有）,高级研究人员（正/副研究员）,山东-济南,https://www.gaoxiaojob.com/announcement/detail/173649.html
183,辽宁省地震局,2023-12-22 17:14:19,"沈阳地震监测中心站运维岗,辽宁省地震科技创新中心测震学与非天然地震研究岗,锦州地震监测中心站运维岗",应届生,硕士研究生,公立（国有）,"工作人员（技术人员岗类）,工作人员（技术人员岗类）,工作人员（技术人员岗类）",辽宁-锦州,https://www.gaoxiaojob.com/announcement/detail/173412.html
72,北京电子科技学院#,2023-12-21 15:11:50,"青年工作管理人员,教学管理专业技术人员,信息安全研究所专业技术人员1",应届生,硕士研究生,公立（国有）,"其他支撑岗,其他支撑岗,技术支撑岗",北京-北京,https://www.gaoxiaojob.com/announcement/detail/172922.html
133,广西壮族自治区地震局,2023-12-20 16:47:54,应急联动技术岗,应届生,硕士研究生,公立（国有）,工作人员（技术人员岗类）,广西-南宁,https://www.gaoxiaojob.com/announcement/detail/172430.html
40,中国科学技术协会,2023-12-19 17:45:11,"采购处采购管理岗,科研管理部数据统计与研究岗,信息处数据安全岗",应届生,硕士研究生,非盈利组织及其他,"工作人员（综合类）,工作人员（技术人员岗类）,工作人员（技术人员岗类）",北京-北京,https://www.gaoxiaojob.com/announcement/detail/172009.html
28,中国文学艺术界联合会,2023-12-19 17:33:35,"专委会工作处组织联络岗,网络信息处信息管理岗2,新媒体联络处新媒体联络岗",应届生,硕士研究生,公立（国有）,"工作人员（综合类）,其他政府与事业单位岗,其他政府与事业单位岗",北京-北京,https://www.gaoxiaojob.com/announcement/detail/172097.html
89,国家地质实验测试中心#,2023-12-19 17:17:46,科研岗1,应届生,硕士研究生,公立（国有）,专职科研岗,北京-北京,https://www.gaoxiaojob.com/announcement/detail/172327.html
78,南京大学#,2023-12-18 17:33:00,信息技术开发服务,应届生,硕士研究生,公立（国有）,技术支撑岗,江苏-南京,https://www.gaoxiaojob.com/announcement/detail/171785.html
110,太仓市教育局,2023-12-17 02:05:00,"高中通用技术教师C08,高中信息教师C07",应届生,硕士研究生,公立（国有）,"中小学普通教师岗,中小学普通教师岗",江苏-苏州,https://www.gaoxiaojob.com/announcement/detail/170125.html
31,中国民用航空局审计中心,2023-12-15 17:50:25,审计业务岗一,应届生,硕士研究生,公立（国有）,其他政府与事业单位岗,北京-北京,https://www.gaoxiaojob.com/announcement/detail/171504.html
130,广州市第六中学,2023-12-14 17:52:25,信息技术教师,应届生,硕士研究生,公立（国有）,中小学普通教师岗,广东-广州,https://www.gaoxiaojob.com/announcement/detail/170856.html
85,四川九洲空管科技有限责任公司,2023-12-13 17:50:09,软件研发岗（界面开发）,应届生,硕士研究生,公私混合,前后端程序开发岗,四川-绵阳,https://www.gaoxiaojob.com/announcement/detail/170362.html
74,北京西藏中学,2023-12-13 17:24:51,二级教师二级岗3,应届生,硕士研究生,公立（国有）,中小学普通教师岗,北京-北京,https://www.gaoxiaojob.com/announcement/detail/170371.html
22,中国地震局地球物理勘探中心#,2023-12-11 18:11:31,设备检修与检测,应届生,硕士研究生,公立（国有）,实验技术岗,河南-郑州,https://www.gaoxiaojob.com/announcement/detail/169586.html
144,水利部淮河水利委员会,2023-12-11 17:45:01,"沂河水利管理局水利工程管理岗,信息工程建设管理岗",应届生,硕士研究生,公立（国有）,"工作人员（技术人员岗类）,工作人员（技术人员岗类）",安徽-蚌埠,https://www.gaoxiaojob.com/announcement/detail/169631.html
164,湖南省气象局,2023-12-11 15:35:07,"教学岗2,预警信息发布",应届生,硕士研究生,公立（国有）,"其他政府与事业单位岗,工作人员（技术人员岗类）",湖南-长沙,https://www.gaoxiaojob.com/announcement/detail/169343.html
177,莆田市教师进修学院,2023-12-08 16:38:57,教育质量监测与评价教研员,应届生,硕士研究生,公立（国有）,教研员,福建-莆田,https://www.gaoxiaojob.com/announcement/detail/168975.html
101,复旦大学复杂体系多尺度研究院,2023-12-08 10:14:10,科研助理,经验不限,硕士研究生,公立（国有）,科研助理岗,上海-上海,https://www.gaoxiaojob.com/announcement/detail/159436.html
47,中国航空集团有限公司,2023-12-07 17:32:48,"总经理办公室相关岗位,财务岗位人员",应届生,硕士研究生,公立（国有）,"测试/运维/网络支持岗,其他财务岗",北京-北京,https://www.gaoxiaojob.com/announcement/detail/168695.html
186,连云港市海州区教育局,2023-12-07 17:14:51,中职计算机教师,应届生,硕士研究生,公立（国有）,中职教师岗（专业课类）,江苏-连云港,https://www.gaoxiaojob.com/announcement/detail/168446.html
193,重庆文化艺术职业学院#,2023-12-07 16:26:01,学生资助管理专员,应届生,硕士研究生,公立（国有）,其他支撑岗,重庆-重庆,https://www.gaoxiaojob.com/announcement/detail/168510.html
201,首都医科大学附属北京中医医院,2023-12-07 16:24:43,"信息中心网络工程师,财务处会计",应届生,硕士研究生,公立（国有）,"医务医辅人员,医务医辅人员",北京-北京,https://www.gaoxiaojob.com/announcement/detail/168518.html
121,常山县人力资源和社会保障局,2023-12-06 17:50:34,"网络安全,物流行业管理,纪检监察",应届生,硕士研究生,公立（国有）,"工作人员（技术人员岗类）,工作人员（技术人员岗类）,工作人员（技术人员岗类）",浙江-衢州,https://www.gaoxiaojob.com/announcement/detail/168179.html
194,重庆邮电大学#,2023-12-05 17:31:32,"专职辅导员岗（二）,专职辅导员岗（一）",应届生,硕士研究生,公立（国有）,"辅导员岗,辅导员岗",重庆-重庆,https://www.gaoxiaojob.com/announcement/detail/167799.html
147,江西省国有资产监督管理委员会服务中心,2023-12-04 15:54:05,信息岗,应届生,硕士研究生,公立（国有）,工作人员（技术人员岗类）,江西-南昌,https://www.gaoxiaojob.com/announcement/detail/167066.html
77,南京农业大学#,2023-11-30 17:43:30,前沿交叉研究院科研助理,应届生,硕士研究生,公立（国有）,科研助理岗,江苏-南京,https://www.gaoxiaojob.com/announcement/detail/166424.html
187,连云港经济技术开发区人力资源和社会保障局,2023-11-30 17:32:04,数据分析岗,应届生,硕士研究生,公立（国有）,工作人员（技术人员岗类）,江苏-连云港,https://www.gaoxiaojob.com/announcement/detail/166387.html
51,中央国债登记结算有限责任公司#,2023-11-30 17:29:51,"it技术岗,数据业务岗",应届生,硕士研究生,公立（国有）,"其他计算机专业人员岗,其他计算机专业人员岗",北京-北京,https://www.gaoxiaojob.com/announcement/detail/166397.html
199,青岛银行,2023-11-29 17:32:48,"金融科技岗2,投资交易岗",应届生,硕士研究生,公私混合,"银行岗,银行岗",山东-青岛,https://www.gaoxiaojob.com/announcement/detail/166056.html
83,吉首大学#,2023-11-29 16:48:17,专任教师8,应届生,硕士研究生,公立（国有）,专职教师/教学科研岗,湖南-湘西,https://www.gaoxiaojob.com/announcement/detail/165985.html
175,苏州农业职业技术学院#,2023-11-29 09:17:25,专任教师B6,应届生,硕士研究生,公立（国有）,专职教师/教学科研岗,江苏-苏州,https://www.gaoxiaojob.com/announcement/detail/162783.html
79,南京市计量监督检测院,2023-11-28 17:34:34,计量检测技术岗5,应届生,硕士研究生,公立（国有）,工作人员（技术人员岗类）,江苏-南京,https://www.gaoxiaojob.com/announcement/detail/165554.html
4,中华人民共和国住房和城乡建设部,2023-11-28 17:00:55,"建设与运维管理处系统运维与数据分析专业技术岗,信息查核处系统建设运维与项目管理专业技术岗位,系统开发应用处系统建设运维与项目管理专业技术岗",应届生,硕士研究生,公立（国有）,"工作人员（技术人员岗类）,工作人员（技术人员岗类）,工作人员（技术人员岗类）",北京-北京,https://www.gaoxiaojob.com/announcement/detail/165363.html
157,浙江大学医学院附属邵逸夫医院#,2023-11-24 17:54:00,"临床医学工程师76,工作人员74",应届生,硕士研究生,公立（国有）,"医务医辅人员,医务医辅人员",浙江-绍兴,https://www.gaoxiaojob.com/announcement/detail/164812.html
161,清华大学#,2023-11-24 13:41:51,学科馆员,应届生,硕士研究生,公立（国有）,图书馆岗,北京-北京,https://www.gaoxiaojob.com/announcement/detail/164498.html
140,无锡国家高新技术产业开发区教育局,2023-11-23 16:45:09,初中信息技术教师1,应届生,硕士研究生,公立（国有）,中小学普通教师岗,江苏-无锡,https://www.gaoxiaojob.com/announcement/detail/164151.html
75,华电重工股份有限公司,2023-11-23 15:15:47,设计岗位7,应届生,硕士研究生,公私混合,其他相关岗,上海-上海,https://www.gaoxiaojob.com/announcement/detail/164116.html
196,阜宁县教育局,2023-11-22 13:47:29,"初中信息教师36,高中信息教师13",应届生,硕士研究生,公立（国有）,"中小学普通教师岗,中小学普通教师岗",江苏-盐城,https://www.gaoxiaojob.com/announcement/detail/163622.html
